ticker,name,locale,currency 
SGLOF,Sushiro Global Holdings Ltd,US,USD
SGLRF,Spyglass Resources Corp. Common Shares (Canada),US,USD
SGLS,"Signature Leisure, Inc. Common Stock",US,USD
SGM,ST Microelectronics,US,CHF
SGMA,"SigmaTron International, Inc. Common Stock",US,USD
SGMD,"Sugarmade, Inc. Common Stock",US,USD
SGMFF,Sigma Pharmaceuticals Ltd,US,USD
SGMG,Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,US,EUR
SGMLF,Sigma Lithium Res Corp Ordinary Shares,US,USD
SGMMF,Seanergy Maritime Holdings Corp,US,USD
SGMNF,Sutter Gold Mining Inc. Ordinary Shares (Canada),US,USD
SGMO,"Sangamo Therapeutics, Inc. Common Stock",US,USD
SGMR,Sagamore Trading Group Inc Common Stock,US,EUR
SGMS,Scientific Games Corp Common Stock,US,USD
SGMZ,Sungame Corp,US,USD
SGNI,"StemGen, Inc. Common Stock",US,USD
SGNIE,StemGen Inc,US,USD
SGNRF,Strategic Natural Resources Plc,US,USD
SGNT,Sagent Pharmaceuticals Inc,US,USD
SGOC,"SGOCO Group, Ltd Ordinary Shares (Cayman Islands)",US,USD
SGOL,Aberdeen Standard Physical Gold Shares ETF,US,USD
SGOO,SNOOGOO CORP Common Stock,US,USD
SGOU,Strong Solutions Inc Common Stock,US,USD
SGOV,iShares 0-3 Month Treasury Bond ETF,US,USD
SGPBY,Selangor Properties Berhad Unsponsored ADR,US,USD
SGPEF,Saft Groupe S.A.,US,USD
SGPEY,Saft Groupe S.A.,US,USD
SGPLF,SAGA PLC Ordinary Shares,US,USD
SGPMY,Sonae S.G.P.S. S.A.,US,USD
SGPPF,Spar Group Ltd Pinetown Ordinary Shares (South Africa),US,USD
SGPPY,Spar Group Ltd Pinetown Unsponsored ADR (South Africa),US,USD
SGPRF,Singapore Press Holdings Ltd Ordinary Shares (Singapore),US,USD
SGPRY,Singapore Press Holdings Ltd Unsponsored ADR (Singapore),US,USD
SGPYY,Sage Group Plc Unsponsored ADR (UK),US,USD
SGQI,Lyxor UCITS ETF SG Global Quality Income NTR D-EUR,US,EUR
SGQRF,SouthGobi Resources Ltd. Common Shares (Canada),US,USD
SGQZ,Sea Star Group Inc NEW Common Stock,US,USD
SGRB,SigmaBroadband Co. Common,US,USD
SGRCF,San Gold Corporation Common Shares (Canada),US,USD
SGRNF,Serengeti Resources Inc. Ordinary Shares (Canada),US,USD
SGRP,"SPAR Group, Inc. Common Stock",US,USD
SGRPW,Sirius Intl Ins Group Ltd Warrant Expiring 12/31/2023 (Bermuda),US,USD
SGRRF,Spring Real Estate Invt Tr Unit Trust Fund Mgr (Hong Kong),US,USD
SGRSF,Arrow Minerals Limited,US,USD
SGRWF,Gold Rush Cariboo Corp Common Shares,US,USD
SGRY,"Surgery Partners, Inc. Common Stock",US,USD
SGRZ,"Stonepath Group, Inc. Common Stock",US,USD
SGSEF,SSGA SPDR ETFS EUROPE II PLC MSCI EUROPE UCITS (Ireland),US,USD
SGSI,"Spectrum Global Solutions, Inc. Common Stock",US,USD
SGSID,Spectrum Global Solutions Inc,US,USD
SGSOF,SGS Ltd Ordinary Shares (Switzerland),US,USD
SGSOY,SGS SA ADR (Switzerland),US,USD
SGSP,Single Source Investment Group Inc,US,USD
SGSPF,SSGA SPDR ETFS EUROPE I PLC SHS EXCHANGE TRADED FUND USD (Ireland),US,USD
SGSRF,SSGA SPDR ETFS EUROPE I PLC Exchange Traded Fund SSGA SPDR I/SHS USD Ireland(IE ),US,USD
SGSSF,SSGA SPDR ETFS EUROPE I PLC BARCLAYS 0-5 YR US HIGH YLD BD UCITS USD  Exchange Traded Fund  Ireland(IE),US,USD
SGSUF,SANGETSU CORP Ordinary Shares,US,USD
SGSVF,Sabina Gold & Silver Corporation Ordinary Shares (Canada),US,USD
SGTB,Suggestion Box Inc Common Stock,US,USD
SGTCF,Singapore Telecommunications Ltd,US,USD
SGTH,Signpath Pharma Inc,US,USD
SGTI,"Shengtai Pharmaceutical, Inc.  Common Stock",US,USD
SGTM,SUSTAINABLE GREEN TEAM LTD Common Stock,US,USD
SGTN,"Soligen Technologies, Inc. Common Stock",US,USD
SGTPY,Surgutneftegas PJSC American Depositary Receipts - Sponsored,US,USD
SGTSF,Singulus Technologies AG,US,USD
SGTSY,Singulus Technologies Ag Ord American Depositary Receipts - Unsponsored,US,USD
SGTX,"Sigilon Therapeutics, Inc. Common Stock",US,USD
SGTZY,Surgutneftegas PJSC. American Depositary Receipts - Sponsored,US,USD
SGU,"Star Group, L.P. Common Units Representing Limited Partner Interest",US,USD
SGUI,Sanguine Corp.,US,USD
SGUJ,Saguaro Holdings Corp,US,USD
SGURF,PetroTal Corp,US,USD
SGXRF,SGX Resources Inc,US,USD
SGXXF,Sound Global Limited Ordinary Shares (Singapore),US,USD
SGXXY,Sound Global Ltd.,US,USD
SGY,Surge Energy Inc,US,CAD
SGYI,"Strategy International Insurance Group, Inc. Common Stock",US,USD
SGYP,Synergy Pharmaceuticals Inc,US,USD
SGYPQ,Synergy Pharmaceuticals Inc,US,USD
SGYPU,Synergy Pharmaceuticals Inc,US,USD
SGYPW,Synergy Pharmaceuticals Inc,US,USD
SGZA,Selective Insurance Group Inc.,US,USD
SGZA.CL,"SELECTIVE INSURANCE GROUP, INC. Called Redemption",US,USD
SGZH,U S China Mining Group Inc,US,USD
SH,ProShares Short S&P500,US,USD
SHABF,Shaftesbury Plc Ordinary Shares (United Kingdom),US,GBP
SHACU,SCP & CO Healthcare Acquisition Company Unit,US,USD
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,US,USD
SHAK,Shake Shack Inc.,US,USD
SHALF,Shangri-La Asia Ltd Ord Ordinary Shares,US,USD
SHALY,Shangri-La Asia Ltd Ord American Depositary Shares,US,USD
SHANF,Shandong Molomg Petroleum Machinery Co Ltd -H- Shares (China),US,USD
SHANY,Shandong Molomg Petroleum Machinery Co Ltd Unsponsored ADR (China),US,USD
SHAOF,Shimamura Corp Ordinary Shares (Japan),US,USD
SHASF,Shamaran Petroleum Corporation Ordinary Shares (Canada),US,USD
SHAUF,Saha-Union Public Co Ltd. NVDR Shares (Thailand),US,USD
SHAVF,Scottish American Investment Co Plc Ordinary Shares (United Kingdom),US,USD
SHBI,Shore Bancshares Inc Common Stock,US,USD
SHBTF,Shanghai Haohai Biological Technology Co Ltd Ordinary Shares  (China),US,USD
SHC,Sotera Health Company Common Stock,US,USD
SHCAF,Sharp Corp (Osaka) Ordinary Shares,US,USD
SHCAY,Sharp Corp (Osaka) American Depositary Receipts - Unsponsored,US,USD
SHCC,Shi Corporation Common Stock,US,USD
SHCMF,"Search Minerals, Inc. Ordinary Shares (Canada)",US,USD
SHCS,Strategic Healthcare Systems Inc,US,USD
SHDBQ,"Sherwood Brands, Inc.",US,USD
SHDC,Surety Holdings Corporation Common Stock,US,USD
SHDH,Shades Holdings Inc,US,USD
SHDNF,Efora Energy Ltd. Ordinary Shares,US,USD
SHE,SPDR SSGA Gender Diversity Index ETF,US,USD
SHECF,Shin-Etsu Chemical Co Ltd Ordinary Shares,US,USD
SHECY,Shin-Etsu Chemical Co Ltd Unsponsored ADR (Japan),US,USD
SHEGF,SHINKO ELECTRIC INDUSTRIES CO LTD Ordinary Shares Japan(JP ),US,USD
SHEKF,"Shikoku Electric Power Co., Inc. Ordinary Shares (Japan)",US,USD
SHEN,Shenandoah Telecommunications Co Common Stock,US,USD
SHERF,Sherritt Intl Copr Restr Vtg Ordinary Shares,US,USD
SHEZF,Shenzhen Hepalink Pharmaceutical Group Co Ltd. Registered Shares (China),US,USD
SHFGY,Shanghai Shibei Hi-Tech Co Ltd,US,USD
SHG,Shinhan Financial Group Co Ltd,US,USD
SHGCF,Shoreline Energy Corp,US,USD
SHGDF,Star Diamond Corporation Ordinary Shares,US,USD
SHGFF,Skylight Health Group Inc Common Shares,US,USD
SHGKF,Sun Hung Kai & Co. Ltd.,US,USD
SHGKY,Sun Hung Kai & Co Ltd ADR,US,USD
SHGP,Sharpe Resource Corporation Ordinary Shares (Canada),US,USD
SHGR,Success Holding Group Corp. USA Common Stock,US,ILS
SHGT,Success Holding Group International Inc,US,USD
SHGXF,Shenguan Holdings Group Ltd Ordinary Shares (Cayman Islands),US,USD
SHGXY,Shenguan Holdings Group Ltd Unsponsored ADR (Hong Kong),US,USD
SHGY,SearchGuy.com Inc. Common Stock,US,USD
SHGYD,SearchGuy.com Inc. Common Stock,US,USD
SHHPF,Ship Healthcare Holdings Inc Ordinary Shares (Japan),US,USD
SHI,"Sinopec Shanghai Petrochemical Co., Ltd.",US,USD
SHIEF,Shield Therapeutics PLC Ordinary Shares (United Kingdom),US,USD
SHIOF,Shinohara System of Construction Co Ltd Fukuoka Ordinary Shares (Japan),US,USD
SHIP,Seanergy Maritime Holdings Corp Common Stock,US,USD
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,US,USD
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,US,USD
SHJBF,SHANGHAI JUNSHI BIOSCIENCES CO LTD SHARES H 01877 (China),US,USD
SHKEF,SAHAKOL EQUIP PUB CO LTD SHARES (Thailand),US,USD
SHKGF,Shizuokagas Co. Ltd,US,JPY
SHKLF,Sinotruk Hong Kong Ltd Ordinary shares (Hong Kong),US,USD
SHKLY,Sinotruk Hong Kong Ltd Unsponsored ADR (Hong Kong),US,USD
SHKRF,BRIGHTSTAR RES LTD Ordinary Shares,US,USD
SHLAF,Schindler Holding Ag Hergiswil Partn Ctfs (Switzerland),US,USD
SHLD,Victory Portfolios II VictoryShares Protect America ETF,US,USD
SHLDQ,Sears Holdings Corporation Common Stock,US,USD
SHLE,Source Energy Services Ltd,US,CAD
SHLED,Pacific Conquest Holdings Inc,US,USD
SHLL,Tortoise Acquisition Corp. Class A Common Stock,US,USD
SHLL U,"Tortoise Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half",US,USD
SHLL.WS,"Tortoise Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A common",US,USD
SHLLF,Shelf Drilling Ltd Ordinary Shares (Cayman Islands),US,USD
SHLM,A. Schulman Inc.,US,USD
SHLO,"Shiloh Industries, Inc. Common Stock",US,USD
SHLOQ,"Shiloh Industries, Inc. Common Stock",US,USD
SHLRF,Schindler Holding Ag Hergiswil Namen -Akt Shares (Switzerland),US,USD
SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",US,USD
SHLWQ,Sears Holdings Corp,US,USD
SHLX,"Shell Midstream Partners, L.P.",US,USD
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,US,USD
SHMAY,Shimao Group Holdings Ltd. American Depositary Receipts - Unsponsored,US,USD
SHMCF,Renewi PLC Ordinary Shares,US,USD
SHMDF,Shimano Inds Ordinary Shares,US,USD
SHMHF,Shimachu Co. Ltd.,US,USD
SHMMF,SAHAMIT MACHINERY PCL PUB CO LTD UNITS NON -VOTING DEPOSITORY RECEIPTS (Thailand),US,USD
SHMN,"SOHM, Inc. Common Stock",US,USD
SHMP,NaturalShrimp Incorporated Common Stock,US,USD
SHMSY,Shimao Services Holdings Ltd. American Depositary Receipts - Unsponsored (Cayman Islands),US,USD
SHMTF,SAHAMITR PRESSURE CONTAINER PUBLIC CO LTD SHARES (Thailand),US,THB
SHMUF,Shimizu Corp Ord Ordinary Shares,US,USD
SHMUY,Shimizu Corp Ord Unsponsored ADR (Japan),US,USD
SHMX,RKO Resources Inc,US,USD
SHMYF,ShinMaywa Industries Ltd.,US,JPY
SHMZF,Shimadzu Corp Ordinary Shares,US,USD
SHN,Shangri-La Asia Ltd.,US,CHF
SHNC,Shemn Corp,US,USD
SHNGF,"Shang Properties, Inc.",US,USD
SHNL,"Shentang International, Inc. Common Stock",US,USD
SHNUF,"In Touch Holdings Pub. Co., Ltd. Ordinary Shares (Thailand)",US,USD
SHNVF,Intouch Holdings Public Company Limited,US,USD
SHNWF,Schroders PLC Ordinary Vtg Shares GBP1 (United Kingdom),US,USD
SHNWY,Schroders,US,USD
SHNXY,Shandong Xinhua Pharmaceutical Co Ltd ADR Unsponsored (China),US,USD
SHNY,Direxion Daily Silver Miners Index Bull 2X Shares,US,USD
SHO,"Sunstone Hotel Investors, Inc.",US,USD
SHO-E,"Sunstone Hotel Investors, Inc.",US,USD
SHO-F,"Sunstone Hotel Investors, Inc.  6.450% Series F Cumulative Redeemable Preferred Stock",US,USD
SHOFF,Shoei Co Ltd Ordinary Shares (Japan),US,USD
SHOLF,Stadio Holdings Ltd Ordinary Shares (South Africa),US,USD
SHOM,"Southern Home Medical, Inc. Common Stock",US,USD
SHONF,Socam Development Ltd. Ordinary Shares (Bermuda),US,USD
SHOO,"Steven Madden, Ltd. Common Stock",US,USD
SHOP,Shopify Inc. Class A subordinate voting shares,US,USD
SHOR,ShoreTel Inc,US,USD
SHOS,Sears Hometown and Outlet Stores Inc,US,USD
SHOUY,Shougang Fushan Resources Group Limited Unsponsored ADR (Hong Kong),US,USD
SHPEF,Petrosibir AB,US,USD
SHPG,Shire Plc.,US,USD
SHPGF,Shire Plc.,US,USD
SHPHF,Sihuan Pharmaceutical Holdings Group Ltd. Ordinary Shares (Bermuda),US,USD
SHPHY,Sihuan Pharmaceutical Holdings Group Ltd. Unsponsored ADR (Bermuda),US,USD
SHPMF,"Shanghai Pharmaceuticals Holdings Co., Ltd. Ordinary Shares H (China)",US,USD
SHPMY,"Shanghai Pharmaceuticals Holdings Co., Ltd. Unsponsored ADR (China)",US,USD
SHPNF,Shoal Point Energy Ltd. Common Shares,US,USD
SHPOF,Shin Poong Pharmaceutical Co Ltd. Ordinary Shares (South Korea),US,USD
SHPPF,SHOP APOTHEKE EUROPE NV Ordinary Shares,US,USD
SHPPY,Sophos Group PLC American Depositary Receipts - Unsponsored (United Kingdom),US,USD
SHRC,Sharc International Systems Inc,US,CAD
SHRG,Sharing Services Global Corp. Common Stock,US,USD
SHRK,SharkReach Inc,US,USD
SHRMF,CHAMPIGNON BRANDS INC  Common Shares Canada(CA ),US,USD
SHRRF,S HOTELS & RESORTS PUB CO LTD LOCAL SHARES (Thailand),US,USD
SHRSF,iShares II PLC Govt Bond 7-10yr UCITS Exchange Traded Fund EUR Dist (Ireland),US,USD
SHRV,Sharing Services Global Corp,US,USD
SHSH,Shoshone Silver Mining Co.,US,USD
SHSIF,BlackRock iShares MSCI India Index ETF,US,USD
SHSMF,Shima Seiki Manufacturing Ltd Ordinary Shares (Japan),US,USD
SHSO,Sound Health Solutions Inc,US,USD
SHSP,"SharpSpring, Inc. Common Stock",US,USD
SHTDF,Sinopharm Group Co. Ltd Ordinary Shares (China),US,USD
SHTDY,Sinopharm Group Co. Ltd Unsponsored ADR (China),US,USD
SHTGF,Shun Tak Holdings Ltd Ordinary Shares,US,USD
SHTGY,Shun Tak Holdings Ltd.,US,USD
SHTLF,SOUTH32 LTD Ordinary Shares (Australia),US,USD
SHTPY,Sigma Healthcare Limited,US,USD
SHTRF,Sunlight Real Estate Investment Trust Units (Hong Kong),US,USD
SHUFF,Shufersal Ltd Shs B Ordinary Shares,US,USD
SHUNF,SHUNFENG INTL CLEAN ENERGY LTD  Ordinary Shares,US,USD
SHV,iShares Short Treasury Bond ETF,US,USD
SHVLF,Starcore International Mines Ltd Ordinary Shares (Canada),US,USD
SHVTF,Select Harvests Limited Ordinary Shares (Australia),US,USD
SHW,The Sherwin-Williams Company,US,USD
SHWDF,Showa Denko Kk Ordinary Shares,US,USD
SHWDY,Showa Denko Kk American Depositary Receipts - Unsponsored,US,USD
SHWGF,Shandong Weigao Group Medical Polymer Co Ltd Shares -H- (China),US,USD
SHWGY,Shandong Weigao Group Medical Polymer Co Ltd Unsponsored American Depository Receipt REPSTG SHS H (China),US,USD
SHWK,Seahawk Deep Ocean Technology Inc Common Stock,US,CHF
SHWZ,Medicine Man Technologies Inc Common Stock,US,USD
SHXWF,Xinhua Winshare Publishing & Media Co. Ltd Ordinary shares (China),US,USD
SHY,iShares 1-3 Year Treasury Bond ETF,US,USD
SHYD,VanEck Vectors Short High Yield Muni ETF,US,USD
SHYF,"The Shyft Group, Inc. Common Stock",US,USD
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,US,USD
SHYL,Xtrackers Short Duration High Yield Bond ETF,US,USD
SHYMF,Shefa Yamin Ltd. Shs (Israel),US,USD
SHYYF,Shakeys Pizza Asia Ventures Inc Ordinary Shares (Philippines),US,USD
SHZHY,SHENZHOU INTL GROUP HLDGS LTD American Depositary Receipts - Unsponsored,US,USD
SHZNF,Shenzhen Express Co Ltd H Shs Ordinary Shares,US,USD
SHZNY,Shenzhen Express Co Ltd H Shs Unsponsored ADR (China),US,USD
SHZUY,Shizuoka Bank Limited ADR,US,USD
SI,Silvergate Capital Corporation,US,USD
SIACF,STAR ASIA INVT CORP SHS  (Japan),US,JPY
SIAF,Sino Agro Food Inc Common Stock,US,USD
SIAL,Sigma-Aldrich Corp.,US,USD
SIBC,Societe Ivoirienne De Banque,US,XOF
SIBCY,Interbrew PLC Global Depositary Receipts - Sponsored,US,USD
SIBE,"Sibling Group Holdings, Inc. Common Stock",US,USD
SIBHY,Interbrew PLC Global Depositary Receipts - Sponsored,US,EUR
SIBN,"SI-BONE, Inc. Common Stock",US,USD
SIC,"Select Interior Concepts, Inc. Class A Common Stock",US,USD
SICBF,Siam Commercial Bank Public Co. Ltd.,US,THB
SICK,Direxion Daily Healthcare Bear 3x Shares,US,USD
SICNF,Sokoman Minerals Corp Common Shares,US,USD
SICRF,Simcorp A/S Ordinary Shares (Denmark),US,USD
SICUF,Siam City Cement Public Co Ltd,US,USD
SID,Companhia Siderurgica Nacional S.A. (CSN),US,USD
SIDGQ,"Stamford Industrial Group, Inc. NEW Common Stock",US,USD
SIDNF,Cameo Resources Corp,US,USD
SIDRF,SILVER DOLLAR RES INC Common Shares,US,USD
SIEB,Siebert Financial Corp. Common Stock,US,USD
SIEGY,Siemens AG American Depositary Shares,US,USD
SIELF,Shanghai Electric Group Co,US,USD
SIELY,Shanghai Electric Group Co Ltd Unsponsored ADR (China),US,USD
SIEN,"Sientra, Inc. Common Stock",US,USD
SIERF,SIERRA GROWTH CORP Ordinary Shares,US,USD
SIETY,SA D Ieteren Unsponsored ADR (Belgium),US,USD
SIEVF,SA D Ieteren Ordinary Shares (Belgium),US,USD
SIF,"SIFCO Industries, Inc.",US,USD
SIFI,SI Financial Group Inc,US,USD
SIFY,Sify Technologies Limited American Depositary Shares,US,USD
SIG,Signet Jewelers Limited,US,USD
SIGA,SIGA Technologies Inc. Common Stock,US,USD
SIGCY,SIG COMBIBLOC GROUP ADR - Unsponsored (Switzerland),US,USD
SIGI,"Selective Insurance Group, Inc. Common Stock",US,USD
SIGIP,"Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",US,USD
SIGL,"Signal Advance, Inc. Common Stock",US,USD
SIGM,"Sigma Designs, Inc. Common Stock",US,USD
SIGN,"Signet International Holdings, Inc. Common Stock",US,CHF
SIGO,Sunset Island Group Inc Common Stock,US,USD
SIGP,SigmaRenoPro Inc Common Stock,US,USD
SIGRF,SLIGRO FOOD GROUP Shs (Netherlands),US,USD
SIGY,"Sigyn Therapeutics, Inc. Common Stock",US,USD
SIHBY,Shenzhen Investment Holdings Bay Area Development Company Limited American Depositary Receipts - Sponsored,US,USD
SII,Sprott Inc.,US,USD
SIICF,Sirius XM Canada Holdings Inc,US,USD
SIIGF,SIG plc,US,USD
SIII,"Strategic Internet Investments, Inc. Common Stock",US,USD
SIIPF,BlackRock iShares MSCI World Islamic UCITS ETF USD (Dist),US,USD
SIIXF,SIIX CORP OSAKA SHS (Japan),US,USD
SIIYF,SCITI Trust.,US,USD
SIJ,ProShares UltraShort Industrials,US,USD
SIJDF,Ste Industrielle D Aviation Latecoere SA Ordinary Shares (France),US,USD
SIL,Global X Silver Miners ETF (NEW),US,USD
SILC,Silicom Ltd Ordinary Shares,US,USD
SILDF,Sintokogio Ltd Ordinary Shares,US,USD
SILEF,SILVER ELEPHANT MNG CORP Common Shares,US,USD
SILJ,ETFMG Prime Junior Silver Miners ETF,US,USD
SILK,"Silk Road Medical, Inc. Common Stock",US,USD
SILLF,Sarin Technologies Ltd Ordinary Shares (Israel),US,USD
SILO,SILO PHARMA INC Common Stock,US,USD
SILS,Silver Scott Mines Inc Unclassified,US,USD
SILV,SilverCrest Metals Inc. Common Shares,US,USD
SILXF,Silex Systems Ltd Ordinary Shares,US,USD
SILXY,Silex Systems Ltd American Depositary Shares,US,USD
SIM,"Groupo Simec, S.A.B de C.V.",US,USD
SIMA,"Sonics & Materials, Inc. Common Stock",US,IDR
SIMC,"Simclar, Inc. Common Stock",US,USD
SIMEF,Sime Darby Property Berhad Ordinary Shares (Malaysia),US,USD
SIMG,Silicon Image Inc,US,USD
SIMH,Sanomedics International Holdings Inc.,US,USD
SIML,Simlatus Corporation Common Stock,US,USD
SIMLD,Simlatus Corp,US,USD
SIMO,Silicon Motion Technology Corporation American Depositary Shares,US,USD
SIMP,"Simply, Inc. Common Stock",US,USD
SIMS,SPDR S&P Kensho Intelligent Structures ETF,US,USD
SIMTF,Sim Technology Group Limited Ordinary Shares (Bermuda),US,USD
SIMYF,Singapore Myanmar Investco LTD SHS (Singapore),US,USD
SINA,SINA Corporation Ordinary Shares,US,USD
SINC,Sincerity Applied Materials Holdings Corp. Common Stock,US,USD
SINF,ProShares UltraPro Short 10 Year TIPS/TSY Spread,US,USD
SING,Singlepoint Inc. Common Stock,US,USD
SINGF,Singapore Airlines Ltd Ordinary shares (Singapore),US,USD
SINGY,Singapore Airlines Ltd Unsponsored ADR (Singapore),US,USD
SINO,"Sino-Global Shipping America, Ltd. Common Stock",US,USD
SINOF,Sino-Thai Engineering & Construction Public Co. Ltd.,US,USD
SINT,"SiNtx Technologies, Inc. Common Stock",US,USD
SINX,Sionix Corporation Common Stock,US,USD
SIOCF,Enduro Metals Corporation Common Shares,US,USD
SIOLF,Sino-Ocean Land Ordinary Shares (Hong-Kong),US,USD
SIOLY,Sino-Ocean Group Holdings Ltd American Depositary Receipts - Unsponsored,US,USD
SIOPF,SHIMAO GROUP HOLDINGS LIMITED  Ordinary Shares,US,USD
SIOX,Sio Gene Therapies Inc. Common Stock,US,USD
SIPC,"Sipp Industries, Inc. New Common Stock",US,USD
SIPE,SPDR Bloomberg Barclays 0-5 Year TIPS ETF,US,USD
SIPN,"SIPP International Industries, Inc. Common Stock",US,USD
SIR,Serengeti Resources Inc.,US,CAD
SIRC,Solar Integrated Roofing Corporation Common Stock,US,USD
SIREF,"Sirios Resources, Inc. Ordinary Shares (Canada)",US,USD
SIRG,Sierra Resources Group Inc,US,USD
SIRI,Sirius XM Holdings Inc. Common Stock,US,USD
SIRLF,Ishares Plc Exchange Traded Fund (United Kingdom),US,USD
SIRO,Sirona Dental Systems Inc,US,USD
SIRR,SIERRA INCOME CORP Common Stock,US,USD
SIRTF,Secure Income Reit Plc REIT,US,GBP
SIRZF,Sir Rty Income Fd Unit (Canada),US,USD
SISAF,Sipef Sa Anvers Ordinary Shares (Belgium),US,USD
SISPF,SCIENCE IN SPORT PLC Shs (United Kingdom),US,USD
SISXF,Savaria Corporation Ordinary Shares (Canada),US,USD
SITC,SITE Centers Corp. Common Shares,US,USD
SITC-A,"SITE Centers Corp. Depositary Shares, each representing a 1/20th interest in a share of 6.375% Class",US,USD
SITC-J,SITE Centers Corp,US,USD
SITC-JCL,"SITE Centers Corp. Depositary Shares, each representing a 1/20 of a share of 6.50% Class J Cumulativ",US,USD
SITC-K,"SITE Centers Corp. Depositary Shares, each representing a 1/20 of a share of 6.25% Class K Cumulativ",US,USD
SITE,"SiteOne Landscape Supply, Inc.",US,USD
SITIY,SITC International Holdings Co Ltd. American Depositary Receipts - Unsponsored (Cayman Islands),US,USD
SITKF,Sitka Gold Corporation Ordinary Shares (Canada),US,USD
SITM,SiTime Corporation Common Stock,US,USD
SITO,SITO MOBILE LTD Common Stock,US,USD
SITOQ,SITO MOBILE LTD Common Stock,US,USD
SITS,Southern ITS International Inc. Common Stock,US,USD
SIUAF,Stabilus SA Shs (Luxembourg LU),US,USD
SIUDF,Shanghai Industrial Urban Development Group Ltd. Ordinary Shares (Bermuda),US,USD
SIUIF,Semiconductor  Manufacturing International Corporation Common Shares,US,USD
SIUMF,Solium Capital Inc,US,USD
SIVB,SVB Financial Group Common Stock,US,USD
SIVBL,SVB Financial Group,US,USD
SIVBO,SVB Capital II,US,USD
SIVBP,"SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",US,USD
SIVE,Silver Verde May Mng Co Unclassified,US,SEK
SIVO,Sivoo Holdings Inc,US,USD
SIVR,Aberdeen Standard Physical Silver Shares ETF,US,USD
SIX,Six Flags Entertainment Corp.,US,USD
SIXA,6 Meridian Mega Cap Equity ETF,US,USD
SIXD,"6D Global Technologies, Inc. Common Stock",US,USD
SIXGF,Sixt Aktiengesellschaft Ordinary Shares (Germany Federal Republic),US,USD
SIXH,6 Meridian Hedged Equity-Index Option Strategy ETF,US,USD
SIXHF,SiS International Holdings Ltd.,US,USD
SIXL,6 Meridian Low Beta Equity Strategy ETF,US,USD
SIXN,Siouxland Energy & Livestock Coop Wet Equity Intp Int,US,USD
SIXS,6 Meridian Small Cap Equity ETF,US,USD
SIZ,AGFiQ U.S. Market Neutral Size Fund,US,USD
SIZE,iShares MSCI USA Size Factor ETF,US,USD
SIZYF,Major Precious Metals Corp Ordinary Shares,US,USD
SJ,Scienjoy Holding Corporation Ordinary Shares,US,USD
SJB,ProShares Short High Yield,US,USD
SJCPP,MS Structured Asset Corp,US,USD
SJF,Sunstar Investment Joint Stock Company,US,VND
SJGFF,SCHRODER JAPAN GROWTH FUND PLC SHS (United Kingdom),US,USD
SJH,St. James House Plc,US,GBX
SJI,"South Jersey Industries, Inc.",US,USD
SJIJ,"South Jersey Industries, Inc. 5.625% Junior Subordinated Notes due 2079",US,USD
SJIU,"South Jersey Industries, Inc.",US,USD
SJJIF,Shanghai Jin Jiang Capital Company Ltd. Ordinary Shares,US,USD
SJJIY,Shanghai Jin Jiang Capital Company Ltd  American Depositary Receipts - Unsponsored,US,USD
SJKI,"St. John Knits International, Inc.",US,USD
SJL,SM Energy Co,US,CHF
SJM,The J.M. Smucker Company,US,USD
SJMHF,SJM Holdings Ltd Ordinary shares (Hong Kong),US,USD
SJMHY,SJM Holdings Ltd Unsponsored ADR (Hong Kong),US,USD
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,US,USD
SJOYW,SCIENJOY HLDG CORP Warrant   02/05/2024,US,USD
SJQU,San Joaquin Bancorp,US,USD
SJR,Shaw Communications Inc.,US,USD
SJRNF,Arcwest Expl Inc Ordinary Shares,US,USD
SJRWF,Shaw Communications Inc Ordinary Shares,US,USD
SJT,San Juan Basin Royalty Trust UBI,US,USD
SJW,SJW Group Common Stock,US,USD
SKAIF,Sakai Trading Co Ltd Ordinary Shares (Japan),US,JPY
SKAJ,Skajaquoda Group Inc Common Stock,US,USD
SKALF,Skymark Airlines Inc.,US,USD
SKAS,Saker Aviation Services Inc. Common Stock,US,USD
SKASD,Saker Aviation Services Inc,US,USD
SKAX,Nutritional Concepts Corp,US,USD
SKBI,Skystar Bio-Pharmaceutical Company,US,USD
SKBNF,Shikun & Binui Ltd Ordinary Shares (Israel),US,USD
SKBSY,Skanska AB Sponsored ADR (Sweden),US,USD
SKCBY,Shinkin Central Bank Tokyo Unsponsored ADR representing Preferred Shares (Japan),US,USD
SKCO,"Sagemark Companies, Ltd.",US,USD
